model_name,display_name,model_family,model_type,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
resnet101,ResNet-101,ResNet,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,1803.55,90494919,283.885,283.876,284.030,284.116,42.52,15.60,3160.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:16:55
resnet101,ResNet-101,ResNet,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,3103.73,155732984,164.963,164.947,165.554,165.781,42.52,15.60,2338.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:17:44
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,415.64,20855236,1231.830,1231.881,1234.138,1234.258,63.81,10.33,12906.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:18:50
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,590.26,29616759,867.418,867.011,870.126,871.000,63.81,10.33,6740.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:20:50
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,876.41,43974585,584.204,584.108,584.901,585.131,63.81,10.33,6458.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:21:39
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1346.12,67542849,380.353,380.236,381.415,381.653,63.81,10.33,5225.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:23:01
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,814.48,40867490,628.620,628.579,629.321,629.441,63.81,10.33,6740.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:23:48
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1336.73,67071696,383.025,382.917,383.636,384.393,63.81,10.33,5507.7,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:24:36
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,160.99,8077674,3180.385,3179.908,3188.525,3189.695,196.25,68.72,14667.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:26:27
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,168.71,8465368,3034.731,3035.546,3040.831,3043.213,196.25,68.72,12951.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:28:25
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,708.20,35534455,722.963,722.959,725.506,725.809,196.25,68.72,7339.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:29:20
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,801.79,40230607,638.571,638.672,640.540,640.999,196.25,68.72,4256.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:30:28
convnext_large,ConvNeXt-L,ConvNeXt,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,592.99,29754005,863.417,863.569,867.529,868.007,196.25,68.72,9736.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:31:22
convnext_large,ConvNeXt-L,ConvNeXt,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,775.05,38888916,660.602,660.700,662.354,662.693,196.25,68.72,6652.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:32:32
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,256.70,12880061,1994.564,1985.634,2030.687,2134.592,19.57,7.94,9440.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:33:50
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,270.97,13596404,1889.478,1889.068,1894.325,1894.949,19.57,7.94,9440.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:35:19
regnety_040,RegNetY-4GF,RegNet,cnn,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,613.13,30764329,835.062,837.009,837.766,837.867,19.57,7.94,4725.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:36:08
regnety_040,RegNetY-4GF,RegNet,cnn,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,662.49,33240912,772.846,773.749,777.431,777.758,19.57,7.94,4725.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:37:13
regnety_040,RegNetY-4GF,RegNet,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,611.90,30702593,836.741,838.683,840.524,840.605,19.57,7.94,4918.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:38:02
regnety_040,RegNetY-4GF,RegNet,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,659.77,33104758,776.025,778.248,779.345,779.471,19.57,7.94,4918.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:39:09
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,104.98,5267566,4877.037,4873.227,4889.963,4892.116,303.31,119.29,6489.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:41:37
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,105.98,5317736,4831.025,4829.106,4846.746,4848.116,303.31,119.29,4424.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:44:11
vit_large_patch16_224,ViT-L/16,ViT,vit,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,512.30,25705169,999.414,999.208,1002.871,1003.828,303.31,119.29,3251.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:45:11
vit_large_patch16_224,ViT-L/16,ViT,vit,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,529.18,26552278,967.529,967.478,969.080,973.090,303.31,119.29,2216.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:46:24
vit_large_patch16_224,ViT-L/16,ViT,vit,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,466.49,23406682,1097.555,1096.997,1100.132,1101.391,303.31,119.29,5435.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:47:24
vit_large_patch16_224,ViT-L/16,ViT,vit,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,518.20,26001277,988.033,987.855,990.921,992.195,303.31,119.29,3195.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:48:37
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,481.42,24155480,1063.531,1063.138,1065.984,1067.613,48.84,17.48,8241.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:49:41
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,589.69,29588269,868.253,868.076,870.739,871.340,48.84,17.48,6114.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:51:04
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,1302.08,65333160,393.217,393.056,394.655,395.409,48.84,17.48,4126.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:51:47
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1803.67,90500842,283.866,283.781,285.403,286.311,48.84,17.48,2817.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:53:02
swin_small_patch4_window7_224,Swin-S,Swin,vit,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,1064.01,53387624,481.200,481.168,481.766,482.698,48.84,17.48,6863.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:53:47
swin_small_patch4_window7_224,Swin-S,Swin,vit,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1755.98,88108035,291.575,291.694,292.621,293.380,48.84,17.48,3377.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:55:02
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,102.45,5140628,4997.466,4997.311,5001.181,5002.365,303.42,123.11,6084.7,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:57:36
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,105.48,5292612,4853.957,4852.469,4860.275,4860.454,303.42,123.11,4434.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:00:15
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,487.71,24471500,1049.797,1049.591,1051.199,1051.385,303.42,123.11,3052.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:01:17
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,516.93,25937501,990.462,989.039,997.706,998.271,303.42,123.11,2226.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:02:33
beit_large_patch16_224,BEiT-L/16,BEiT,vit,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,434.95,21824175,1177.140,1177.248,1178.031,1178.228,303.42,123.11,5038.0,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:03:37
beit_large_patch16_224,BEiT-L/16,BEiT,vit,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,466.19,23391388,1098.272,1013.339,1409.956,2507.336,303.42,123.11,3204.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:04:56
dofa_large,DOFA-L/16,DOFA,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,105.22,5279359,4866.142,4865.775,4869.513,4869.825,337.15,119.65,6213.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:07:20
dofa_large,DOFA-L/16,DOFA,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,106.07,5322376,4826.813,4827.291,4832.744,4833.097,337.15,119.65,5799.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T07:09:54
galileo_nano,Galileo-Nano/8,Galileo,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2150.13,8806947,238.125,237.890,241.927,252.356,1.04,0.51,3456.1,False,10,64,2.10.0+cu128,12.8,2026-04-29T07:10:36
galileo_nano,Galileo-Nano/8,Galileo,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3781.43,15488744,135.398,128.854,132.789,136.239,1.04,0.51,7816.5,False,10,64,2.10.0+cu128,12.8,2026-04-29T07:12:02
olmoearth_tiny,OlmoEarth-Tiny/8,OlmoEarth,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,626.45,10263714,817.307,817.085,821.754,823.151,6.20,8.23,4718.8,False,12,128,2.10.0+cu128,12.8,2026-04-29T07:12:57
olmoearth_tiny,OlmoEarth-Tiny/8,OlmoEarth,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,665.42,10902287,769.436,769.357,771.628,772.186,6.20,8.23,4441.6,False,12,128,2.10.0+cu128,12.8,2026-04-29T07:13:59
resnet152,ResNet-152,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,543.79,27285429,941.532,941.104,943.928,944.461,58.16,23.02,5894.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:14:01
resnet152,ResNet-152,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,652.99,32764447,784.085,783.649,787.630,789.023,58.16,23.02,4456.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:15:09
resnet152,ResNet-152,ResNet,cnn,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,1295.24,64989853,395.294,395.267,395.659,395.774,58.16,23.02,2952.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:15:49
resnet152,ResNet-152,ResNet,cnn,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,2164.03,108582543,236.595,236.560,237.748,237.924,58.16,23.02,2130.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:16:44
resnet152,ResNet-152,ResNet,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,1277.76,64112995,400.701,400.622,401.292,402.066,58.16,23.02,3223.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:17:25
resnet152,ResNet-152,ResNet,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,2146.76,107715721,238.499,238.458,239.394,240.027,58.16,23.02,2401.0,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:18:21
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,926.99,46512786,552.324,552.196,554.887,555.555,27.83,8.91,7211.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:19:11
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1097.04,55045100,466.710,466.552,468.305,468.699,27.83,8.91,4128.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:20:13
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,2993.17,150185304,171.056,170.875,172.487,172.732,27.83,8.91,3610.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:20:54
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,3830.22,192185061,133.674,133.627,134.361,134.709,27.83,8.91,2069.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:21:36
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,2389.62,119901472,214.260,214.187,215.041,215.278,27.83,8.91,4745.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:22:13
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,3647.66,183025204,140.364,140.259,141.861,143.228,27.83,8.91,3203.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:23:01
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,15535.74,779521105,32.956,32.915,33.092,33.295,1.53,0.11,1762.7,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:23:37
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,21718.42,1089743358,23.574,23.564,23.660,24.032,1.53,0.11,1043.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:24:14
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,23537.90,1181037800,21.752,21.745,21.775,21.859,1.53,0.11,886.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:24:49
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,37968.37,1905100802,13.485,13.481,13.501,13.524,1.53,0.11,577.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:25:28
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,22617.72,1134866819,22.637,22.615,22.729,22.909,1.53,0.11,1043.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:26:01
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,36866.41,1849809061,13.888,13.896,14.075,14.157,1.53,0.11,735.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:26:45
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3312.47,166206583,154.567,154.485,155.649,155.935,5.53,2.15,1269.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:27:25
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3571.08,179182540,143.374,143.351,144.138,144.305,5.53,2.15,882.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:28:09
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,10075.55,505550596,50.816,50.808,51.014,51.169,5.53,2.15,639.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:28:43
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,11465.82,575308882,44.654,44.635,44.875,45.252,5.53,2.15,445.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:29:25
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,8744.54,438766103,58.551,58.517,58.796,58.956,5.53,2.15,970.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:30:00
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,10843.81,544099203,47.216,47.208,47.470,47.720,5.53,2.15,650.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:30:41
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1183.67,59391893,432.553,432.704,433.612,433.757,21.68,8.48,2263.7,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:31:27
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1243.36,62386621,411.789,411.992,412.869,413.118,21.68,8.48,1489.1,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:32:15
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,4222.12,211848892,121.266,121.293,121.743,121.998,21.68,8.48,1136.7,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:32:51
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,4786.51,240168124,106.967,106.929,107.297,107.419,21.68,8.48,749.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:33:34
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,3674.86,184389801,139.325,139.313,139.751,139.869,21.68,8.48,1686.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:34:10
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,4605.00,231060402,111.184,111.208,112.099,112.753,21.68,8.48,1025.5,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:34:52
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,313.97,15753858,1630.719,1629.013,1640.027,1640.872,86.75,30.86,10968.2,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:36:08
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,343.77,17248981,1489.370,1489.028,1493.578,1495.478,86.75,30.86,8132.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:38:03
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,928.82,46604451,551.237,551.077,552.845,555.249,86.75,30.86,5490.7,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:38:50
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1256.41,63041494,407.511,407.405,408.988,409.354,86.75,30.86,3745.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:40:21
swin_base_patch4_window7_224,Swin-B,Swin,vit,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,765.14,38391844,669.155,668.939,671.217,676.810,86.75,30.86,9131.9,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:41:09
swin_base_patch4_window7_224,Swin-B,Swin,vit,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1210.78,60751906,422.869,422.919,424.847,425.252,86.75,30.86,4483.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:42:41
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,724.38,36346474,353.406,352.962,356.019,358.441,24.28,9.09,16190.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:43:30
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp32,True,default,Tesla V100-SXM2-32GB,34.1,256,905.46,45432167,282.730,282.630,284.471,285.425,24.28,9.09,6738.3,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:45:06
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,1555.38,78042496,329.181,329.187,330.608,331.021,24.28,9.09,16141.8,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:45:47
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp16,True,default,Tesla V100-SXM2-32GB,34.1,256,2445.39,122699677,104.687,104.644,105.270,105.434,24.28,9.09,5224.4,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:46:47
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,1630.68,81820974,313.980,313.988,314.888,315.318,24.28,9.09,16344.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:47:26
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,amp,True,default,Tesla V100-SXM2-32GB,34.1,256,2427.07,121780646,105.477,105.480,105.966,106.403,24.28,9.09,5350.6,False,3,224,2.10.0+cu128,12.8,2026-04-29T06:48:26
croma_optical,CROMA-Optical,CROMA,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,271.95,3916028,1882.724,1882.416,1885.217,1886.637,90.34,40.36,6880.1,False,12,120,2.10.0+cu128,12.8,2026-04-29T06:49:44
croma_optical,CROMA-Optical,CROMA,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,298.48,4298073,1715.373,1715.133,1723.190,1723.483,90.34,40.36,4756.7,False,12,120,2.10.0+cu128,12.8,2026-04-29T06:51:03
galileo_base,Galileo-Base/8,Galileo,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,192.75,789518,2656.242,2655.520,2659.718,2660.546,86.52,54.42,9489.4,False,10,64,2.10.0+cu128,12.8,2026-04-29T06:52:40
galileo_base,Galileo-Base/8,Galileo,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,200.66,821895,2551.606,2431.847,3089.345,3727.061,86.52,54.42,15392.8,False,10,64,2.10.0+cu128,12.8,2026-04-29T06:58:44
olmoearth_base,OlmoEarth-Base/8,OlmoEarth,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,77.96,1277304,6567.433,6573.894,6575.864,6576.130,88.96,130.76,18159.9,False,12,128,2.10.0+cu128,12.8,2026-04-29T07:01:43
olmoearth_base,OlmoEarth-Base/8,OlmoEarth,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,83.37,1365992,6141.040,6137.535,6156.875,6158.712,88.96,130.76,16976.8,False,12,128,2.10.0+cu128,12.8,2026-04-29T07:04:40
resnet18,ResNet-18,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,10893.90,156872209,46.999,46.986,47.046,47.129,11.18,1.08,1121.9,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:11:08
resnet50,ResNet-50,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3416.09,49191687,149.879,149.858,150.096,150.304,23.53,2.50,1703.7,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:11:46
resnet101,ResNet-101,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1839.94,26495185,278.269,278.250,278.606,278.979,42.52,4.92,1779.7,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:12:26
resnet152,ResNet-152,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1249.24,17989013,409.850,409.789,410.264,410.745,58.16,7.27,1842.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:13:10
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8554.32,123182159,59.853,59.850,59.896,59.918,4.02,0.24,1858.6,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:13:45
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2949.94,42479122,173.563,173.560,173.643,173.680,17.57,0.95,2795.7,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:14:23
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1103.85,15895491,463.830,463.809,464.028,464.097,63.81,3.28,3870.9,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:15:09
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3529.79,50828915,145.051,144.939,145.989,146.145,27.83,2.24,2128.4,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:15:48
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2051.54,29542149,249.569,249.539,250.959,251.418,49.46,4.35,2214.9,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:16:28
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1340.28,19299978,382.011,381.999,382.939,383.085,87.57,7.69,3018.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:17:13
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,551.17,7936857,928.932,928.990,931.962,932.167,196.24,17.21,11801.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:18:11
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,37796.75,544273248,13.546,13.543,13.557,13.574,1.53,0.04,488.3,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:18:46
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,14502.45,208835214,35.304,35.299,35.328,35.403,4.21,0.14,1265.3,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:19:20
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,10649.95,153359216,48.075,48.074,48.214,48.272,3.91,0.25,1030.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:19:55
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,888.79,12798509,576.067,576.494,576.839,576.879,19.57,2.46,2273.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:20:42
